era,dapp_id,beneficiary,expected_tier,actual_tier,expected_reward,actual_reward,delta
744,1,anXvpdbMqS46xWb4tsF7BAhVwHsbwG3bmMCFQF2ddSsod9g,3,3,98264483367494345887,98264483367494345887,0
744,2,ZRJ4wcGuf9KFqg1NB6wPctUwd7WcHo9LdBFzskEdSqiH52t,3,3,98264483367494345887,98264483367494345887,0
744,3,YJRfL8FvfVLnvnKwvBWr1Bnav1SH4WztHhwspeAD29mt6xa,3,3,98264483367494345887,98264483367494345887,0
744,4,YJqWvgMJcD1Di3BQvZ2W2KnSGKPfJGMVX6BZ9wfEaipviK9,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,5,Zxqwap9tKnSaJuzoGzPrYzf13pZ63XUEngv8nVRxvopnW5N,0,0,7165118578879796054332,7165118578879796054332,0
744,6,b1xCL3XGCjLrS2aZnUifnpuK9gCepGcsWboffjaR4F3tVuP,3,3,98264483367494345887,98264483367494345887,0
744,10,YFZUVr9JRE3AMZ8CTjedJkvv9E7q2jcEvQJ8Y9vBgRYhPWc,3,3,98264483367494345887,98264483367494345887,0
744,11,a4iJiYqsy3LK5KezfiDidVrGgUs5HVdffp7a6roBhVV7cuq,1,1,3476238175043617182488,3476238175043617182488,0
744,12,Wmh1EtzS55Yu7nxMmszk2z7oPwbhDpzVn4v6hAnVTfGHcRY,2,2,1219594651724220604992,1219594651724220604992,0
744,13,aChCmpvZat1Khi1QhnBs93ouXKodCGGNshiLaQ4e6QRRDEQ,1,2,3476238175043617182488,1219594651724220604992,2256643523319396577496
744,14,WT2qJs5x8nfeCu9pry2b49oHAkfJdPuQ6ku9HbLx4z2bbUb,0,0,7165118578879796054332,7165118578879796054332,0
744,16,ZUpyfsre39jAomUiBfcapWBHKV57H6UYz7HmhvX9gTd4Fs6,3,3,98264483367494345887,98264483367494345887,0
744,17,ZEUr1PBaxshhhPcF4jeVFVoC6BwCDYj48UsJ5ShquWN2yeE,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,20,XhjGfuq5T1KoEFp2k5TEDaKBe6o2nFdo8JRXL3UYb1vZySW,1,2,3476238175043617182488,1219594651724220604992,2256643523319396577496
744,23,ZoByK2wayrCHie2GstYZYoKggwF6X1o1NJuXWYmB7ySosV5,3,3,98264483367494345887,98264483367494345887,0
744,24,ZUo6331Sq9Fbt4Smx3XBuC2PBEV8s6sXkaJxUawgUqmRYfg,3,3,98264483367494345887,98264483367494345887,0
744,26,aNkovLnKi2q5KLTyjvQFShdemhaQ1mwGcXDkdf81hvLMopX,3,3,98264483367494345887,98264483367494345887,0
744,27,YCx2LEvMzjG7tBbdbfRNTsexU3FvTjZG3PN4bmJ5nx28XtB,3,3,98264483367494345887,98264483367494345887,0
744,28,YkqeedMEm6i8fFiwgbA4AHKespArFCfi8j3znqqx5wtEyPy,3,3,98264483367494345887,98264483367494345887,0
744,31,ZwDkW3D3Z417kFDSh6ez9xhUWpTn1c1DAKZHUQCZXZeMqFN,2,2,1219594651724220604992,1219594651724220604992,0
744,33,WYYVuTdvqyhJbRApoZnVExN6BnLpehFn9kmnJpQwjz12bn3,2,2,1219594651724220604992,1219594651724220604992,0
744,35,X4Hsp6EcxNPypWidz4xuVJhoafLdpShzy5ADpLAJZdqeKwz,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,36,XLtah1f9vJzWKE4Sbck851ArDQus1hAEaN6jtJcNQRujcDB,3,3,98264483367494345887,98264483367494345887,0
744,37,XMAHssEGJvaFyvXYYmuWDXvzCx4oLY5tGnvPLkviMVW4AYd,3,3,98264483367494345887,98264483367494345887,0
744,38,bEKpmuoP86E9JSA5kzLHkFA9R2FHWyoX6dKX3XtvtL3rnKJ,3,3,98264483367494345887,98264483367494345887,0
744,39,ashiYo9RUjSj2f5hUbZY83FCy1ePkf54SFzD1CsZTgmC4qi,3,3,98264483367494345887,98264483367494345887,0
744,40,b9AB1qFXsw81RuTBQ1sCP6PQ6k27QXWoe7VHrv9m6iwmBRK,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,42,YewXn3eSdX5XKqwem27dXnbsWPtFsnzgXfdX6iNVUEGmPtw,1,1,3476238175043617182488,3476238175043617182488,0
744,47,ZZZgswWp73ymRVpMu84bNfQERLyV9XR6T6DrozRxMdwT6Ez,3,3,98264483367494345887,98264483367494345887,0
744,49,be8WtwsrvLUrJ5tA5Ht3BjKpajBMkRtYmURTa7BqNB6QZUA,2,2,1219594651724220604992,1219594651724220604992,0
744,51,YXPD211sCj2gjrePAzsTtusqBbXmHp9A56whRXonz97TGKu,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,52,ZfEuzYHyfo5TZfAx9fsntdkx2W4gDFLPwUNeqSrJTpQJXDc,1,1,3476238175043617182488,3476238175043617182488,0
744,53,WGYLrLw8TPjp1ynU9AiwZtanc7B2CMtB43ssKmawDwfoUsZ,3,3,98264483367494345887,98264483367494345887,0
744,57,Z72w8QNfMmbvq6VJ82yPd2giVHezNtpzVc3ZeSbCPu5j5EV,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,58,ZNr4n9qc5fAap57oqoSazLpqqauQLzCTVXfKgKJsBp8t4Gr,3,3,98264483367494345887,98264483367494345887,0
744,59,b1ymfVcP5vsT2ZPAWwVs6e2ecNWdFTGWfB8vzWixnyYacam,2,3,1219594651724220604992,98264483367494345887,1121330168356726259105
744,63,XAAqKgEAdKw3N6tLuJM8RhiGE4DLwSxigGqahF5UBzfFcKL,3,3,98264483367494345887,98264483367494345887,0
744,64,ZP8rbjrkyf5Qkjr32fEy3n6av2nPzHh6Egv62Vu8kgEwZ8Z,1,2,3476238175043617182488,1219594651724220604992,2256643523319396577496
744,66,YQ3S4AGrjyMndkjJuzup1fsDHYsD6EZ9BSkhzkFtNRhjDS2,3,3,98264483367494345887,98264483367494345887,0
744,67,ZqpPKt2sk2Xwd1YgYq8UvPF3JJDJ7XcEKFCcybYTeYDaigC,3,3,98264483367494345887,98264483367494345887,0
744,70,XDTAqd8vCpX1mDbU6Bb3jjBYBPCb9UiW5DiyAQvDykfkJ7Q,3,3,98264483367494345887,98264483367494345887,0
744,71,aja8WxDTzNkxttWGv4ndFXWgYmfFcvDyE3AQKikrrcPQnTj,3,3,98264483367494345887,98264483367494345887,0
744,73,aRxv5MQtqoYjW3UFV6gxE3TbWuNnXeXLnirLufHVD9LiE4x,3,3,98264483367494345887,98264483367494345887,0
745,0,XdFFaA9S31uQ9upPyKBGXcrYhFN7jtBkDYLDbDfc1VKaV8W,1,1,3476238175043617182488,3476238175043617182488,0
745,1,anXvpdbMqS46xWb4tsF7BAhVwHsbwG3bmMCFQF2ddSsod9g,3,3,99688606314849336408,99688606314849336408,0
745,2,ZRJ4wcGuf9KFqg1NB6wPctUwd7WcHo9LdBFzskEdSqiH52t,3,3,99688606314849336408,99688606314849336408,0
745,3,YJRfL8FvfVLnvnKwvBWr1Bnav1SH4WztHhwspeAD29mt6xa,3,3,99688606314849336408,99688606314849336408,0
745,4,YJqWvgMJcD1Di3BQvZ2W2KnSGKPfJGMVX6BZ9wfEaipviK9,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,5,Zxqwap9tKnSaJuzoGzPrYzf13pZ63XUEngv8nVRxvopnW5N,0,0,7165118578879796054332,7165118578879796054332,0
745,6,b1xCL3XGCjLrS2aZnUifnpuK9gCepGcsWboffjaR4F3tVuP,3,3,99688606314849336408,99688606314849336408,0
745,10,YFZUVr9JRE3AMZ8CTjedJkvv9E7q2jcEvQJ8Y9vBgRYhPWc,3,3,99688606314849336408,99688606314849336408,0
745,11,a4iJiYqsy3LK5KezfiDidVrGgUs5HVdffp7a6roBhVV7cuq,1,1,3476238175043617182488,3476238175043617182488,0
745,12,Wmh1EtzS55Yu7nxMmszk2z7oPwbhDpzVn4v6hAnVTfGHcRY,2,2,1246107578935616705101,1246107578935616705101,0
745,13,aChCmpvZat1Khi1QhnBs93ouXKodCGGNshiLaQ4e6QRRDEQ,1,2,3476238175043617182488,1246107578935616705101,2230130596108000477387
745,14,WT2qJs5x8nfeCu9pry2b49oHAkfJdPuQ6ku9HbLx4z2bbUb,0,0,7165118578879796054332,7165118578879796054332,0
745,16,ZUpyfsre39jAomUiBfcapWBHKV57H6UYz7HmhvX9gTd4Fs6,3,3,99688606314849336408,99688606314849336408,0
745,17,ZEUr1PBaxshhhPcF4jeVFVoC6BwCDYj48UsJ5ShquWN2yeE,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,20,XhjGfuq5T1KoEFp2k5TEDaKBe6o2nFdo8JRXL3UYb1vZySW,1,2,3476238175043617182488,1246107578935616705101,2230130596108000477387
745,23,ZoByK2wayrCHie2GstYZYoKggwF6X1o1NJuXWYmB7ySosV5,3,3,99688606314849336408,99688606314849336408,0
745,24,ZUo6331Sq9Fbt4Smx3XBuC2PBEV8s6sXkaJxUawgUqmRYfg,3,3,99688606314849336408,99688606314849336408,0
745,26,aNkovLnKi2q5KLTyjvQFShdemhaQ1mwGcXDkdf81hvLMopX,3,3,99688606314849336408,99688606314849336408,0
745,27,YCx2LEvMzjG7tBbdbfRNTsexU3FvTjZG3PN4bmJ5nx28XtB,3,3,99688606314849336408,99688606314849336408,0
745,28,YkqeedMEm6i8fFiwgbA4AHKespArFCfi8j3znqqx5wtEyPy,3,3,99688606314849336408,99688606314849336408,0
745,31,ZwDkW3D3Z417kFDSh6ez9xhUWpTn1c1DAKZHUQCZXZeMqFN,2,2,1246107578935616705101,1246107578935616705101,0
745,33,WYYVuTdvqyhJbRApoZnVExN6BnLpehFn9kmnJpQwjz12bn3,2,2,1246107578935616705101,1246107578935616705101,0
745,35,X4Hsp6EcxNPypWidz4xuVJhoafLdpShzy5ADpLAJZdqeKwz,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,36,XLtah1f9vJzWKE4Sbck851ArDQus1hAEaN6jtJcNQRujcDB,3,3,99688606314849336408,99688606314849336408,0
745,37,XMAHssEGJvaFyvXYYmuWDXvzCx4oLY5tGnvPLkviMVW4AYd,3,3,99688606314849336408,99688606314849336408,0
745,38,bEKpmuoP86E9JSA5kzLHkFA9R2FHWyoX6dKX3XtvtL3rnKJ,3,3,99688606314849336408,99688606314849336408,0
745,39,ashiYo9RUjSj2f5hUbZY83FCy1ePkf54SFzD1CsZTgmC4qi,3,3,99688606314849336408,99688606314849336408,0
745,40,b9AB1qFXsw81RuTBQ1sCP6PQ6k27QXWoe7VHrv9m6iwmBRK,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,42,YewXn3eSdX5XKqwem27dXnbsWPtFsnzgXfdX6iNVUEGmPtw,1,1,3476238175043617182488,3476238175043617182488,0
745,47,ZZZgswWp73ymRVpMu84bNfQERLyV9XR6T6DrozRxMdwT6Ez,3,3,99688606314849336408,99688606314849336408,0
745,49,be8WtwsrvLUrJ5tA5Ht3BjKpajBMkRtYmURTa7BqNB6QZUA,2,2,1246107578935616705101,1246107578935616705101,0
745,51,YXPD211sCj2gjrePAzsTtusqBbXmHp9A56whRXonz97TGKu,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,52,ZfEuzYHyfo5TZfAx9fsntdkx2W4gDFLPwUNeqSrJTpQJXDc,1,1,3476238175043617182488,3476238175043617182488,0
745,53,WGYLrLw8TPjp1ynU9AiwZtanc7B2CMtB43ssKmawDwfoUsZ,3,3,99688606314849336408,99688606314849336408,0
745,57,Z72w8QNfMmbvq6VJ82yPd2giVHezNtpzVc3ZeSbCPu5j5EV,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,58,ZNr4n9qc5fAap57oqoSazLpqqauQLzCTVXfKgKJsBp8t4Gr,3,3,99688606314849336408,99688606314849336408,0
745,59,b1ymfVcP5vsT2ZPAWwVs6e2ecNWdFTGWfB8vzWixnyYacam,2,3,1246107578935616705101,99688606314849336408,1146418972620767368693
745,63,XAAqKgEAdKw3N6tLuJM8RhiGE4DLwSxigGqahF5UBzfFcKL,3,3,99688606314849336408,99688606314849336408,0
745,64,ZP8rbjrkyf5Qkjr32fEy3n6av2nPzHh6Egv62Vu8kgEwZ8Z,1,2,3476238175043617182488,1246107578935616705101,2230130596108000477387
745,66,YQ3S4AGrjyMndkjJuzup1fsDHYsD6EZ9BSkhzkFtNRhjDS2,3,3,99688606314849336408,99688606314849336408,0
745,67,ZqpPKt2sk2Xwd1YgYq8UvPF3JJDJ7XcEKFCcybYTeYDaigC,3,3,99688606314849336408,99688606314849336408,0
745,70,XDTAqd8vCpX1mDbU6Bb3jjBYBPCb9UiW5DiyAQvDykfkJ7Q,3,3,99688606314849336408,99688606314849336408,0
745,71,aja8WxDTzNkxttWGv4ndFXWgYmfFcvDyE3AQKikrrcPQnTj,3,3,99688606314849336408,99688606314849336408,0
745,73,aRxv5MQtqoYjW3UFV6gxE3TbWuNnXeXLnirLufHVD9LiE4x,3,3,99688606314849336408,99688606314849336408,0
746,0,XdFFaA9S31uQ9upPyKBGXcrYhFN7jtBkDYLDbDfc1VKaV8W,1,1,3848692265226861880612,3848692265226861880612,0
746,1,anXvpdbMqS46xWb4tsF7BAhVwHsbwG3bmMCFQF2ddSsod9g,3,3,109182759297215939875,109182759297215939875,0
746,2,ZRJ4wcGuf9KFqg1NB6wPctUwd7WcHo9LdBFzskEdSqiH52t,3,3,109182759297215939875,109182759297215939875,0
746,3,YJRfL8FvfVLnvnKwvBWr1Bnav1SH4WztHhwspeAD29mt6xa,3,3,109182759297215939875,109182759297215939875,0
746,4,YJqWvgMJcD1Di3BQvZ2W2KnSGKPfJGMVX6BZ9wfEaipviK9,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,5,Zxqwap9tKnSaJuzoGzPrYzf13pZ63XUEngv8nVRxvopnW5N,0,1,8188706947291195490665,3848692265226861880612,4340014682064333610053
746,6,b1xCL3XGCjLrS2aZnUifnpuK9gCepGcsWboffjaR4F3tVuP,3,3,109182759297215939875,109182759297215939875,0
746,10,YFZUVr9JRE3AMZ8CTjedJkvv9E7q2jcEvQJ8Y9vBgRYhPWc,3,3,109182759297215939875,109182759297215939875,0
746,11,a4iJiYqsy3LK5KezfiDidVrGgUs5HVdffp7a6roBhVV7cuq,1,1,3848692265226861880612,3848692265226861880612,0
746,12,Wmh1EtzS55Yu7nxMmszk2z7oPwbhDpzVn4v6hAnVTfGHcRY,2,2,1364784491215199248444,1364784491215199248444,0
746,13,aChCmpvZat1Khi1QhnBs93ouXKodCGGNshiLaQ4e6QRRDEQ,1,2,3848692265226861880612,1364784491215199248444,2483907774011662632168
746,14,WT2qJs5x8nfeCu9pry2b49oHAkfJdPuQ6ku9HbLx4z2bbUb,0,0,8188706947291195490665,8188706947291195490665,0
746,16,ZUpyfsre39jAomUiBfcapWBHKV57H6UYz7HmhvX9gTd4Fs6,3,3,109182759297215939875,109182759297215939875,0
746,17,ZEUr1PBaxshhhPcF4jeVFVoC6BwCDYj48UsJ5ShquWN2yeE,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,20,XhjGfuq5T1KoEFp2k5TEDaKBe6o2nFdo8JRXL3UYb1vZySW,1,2,3848692265226861880612,1364784491215199248444,2483907774011662632168
746,24,ZUo6331Sq9Fbt4Smx3XBuC2PBEV8s6sXkaJxUawgUqmRYfg,3,3,109182759297215939875,109182759297215939875,0
746,26,aNkovLnKi2q5KLTyjvQFShdemhaQ1mwGcXDkdf81hvLMopX,3,3,109182759297215939875,109182759297215939875,0
746,27,YCx2LEvMzjG7tBbdbfRNTsexU3FvTjZG3PN4bmJ5nx28XtB,3,3,109182759297215939875,109182759297215939875,0
746,28,YkqeedMEm6i8fFiwgbA4AHKespArFCfi8j3znqqx5wtEyPy,3,3,109182759297215939875,109182759297215939875,0
746,31,ZwDkW3D3Z417kFDSh6ez9xhUWpTn1c1DAKZHUQCZXZeMqFN,2,2,1364784491215199248444,1364784491215199248444,0
746,33,WYYVuTdvqyhJbRApoZnVExN6BnLpehFn9kmnJpQwjz12bn3,2,2,1364784491215199248444,1364784491215199248444,0
746,35,X4Hsp6EcxNPypWidz4xuVJhoafLdpShzy5ADpLAJZdqeKwz,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,36,XLtah1f9vJzWKE4Sbck851ArDQus1hAEaN6jtJcNQRujcDB,3,3,109182759297215939875,109182759297215939875,0
746,37,XMAHssEGJvaFyvXYYmuWDXvzCx4oLY5tGnvPLkviMVW4AYd,3,3,109182759297215939875,109182759297215939875,0
746,38,bEKpmuoP86E9JSA5kzLHkFA9R2FHWyoX6dKX3XtvtL3rnKJ,3,3,109182759297215939875,109182759297215939875,0
746,39,ashiYo9RUjSj2f5hUbZY83FCy1ePkf54SFzD1CsZTgmC4qi,3,3,109182759297215939875,109182759297215939875,0
746,40,b9AB1qFXsw81RuTBQ1sCP6PQ6k27QXWoe7VHrv9m6iwmBRK,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,42,YewXn3eSdX5XKqwem27dXnbsWPtFsnzgXfdX6iNVUEGmPtw,1,1,3848692265226861880612,3848692265226861880612,0
746,47,ZZZgswWp73ymRVpMu84bNfQERLyV9XR6T6DrozRxMdwT6Ez,3,3,109182759297215939875,109182759297215939875,0
746,49,be8WtwsrvLUrJ5tA5Ht3BjKpajBMkRtYmURTa7BqNB6QZUA,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,51,YXPD211sCj2gjrePAzsTtusqBbXmHp9A56whRXonz97TGKu,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,52,ZfEuzYHyfo5TZfAx9fsntdkx2W4gDFLPwUNeqSrJTpQJXDc,1,1,3848692265226861880612,3848692265226861880612,0
746,53,WGYLrLw8TPjp1ynU9AiwZtanc7B2CMtB43ssKmawDwfoUsZ,3,3,109182759297215939875,109182759297215939875,0
746,57,Z72w8QNfMmbvq6VJ82yPd2giVHezNtpzVc3ZeSbCPu5j5EV,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,58,ZNr4n9qc5fAap57oqoSazLpqqauQLzCTVXfKgKJsBp8t4Gr,3,3,109182759297215939875,109182759297215939875,0
746,59,b1ymfVcP5vsT2ZPAWwVs6e2ecNWdFTGWfB8vzWixnyYacam,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,63,XAAqKgEAdKw3N6tLuJM8RhiGE4DLwSxigGqahF5UBzfFcKL,3,3,109182759297215939875,109182759297215939875,0
746,64,ZP8rbjrkyf5Qkjr32fEy3n6av2nPzHh6Egv62Vu8kgEwZ8Z,1,2,3848692265226861880612,1364784491215199248444,2483907774011662632168
746,66,YQ3S4AGrjyMndkjJuzup1fsDHYsD6EZ9BSkhzkFtNRhjDS2,3,3,109182759297215939875,109182759297215939875,0
746,67,ZqpPKt2sk2Xwd1YgYq8UvPF3JJDJ7XcEKFCcybYTeYDaigC,3,3,109182759297215939875,109182759297215939875,0
746,70,XDTAqd8vCpX1mDbU6Bb3jjBYBPCb9UiW5DiyAQvDykfkJ7Q,3,3,109182759297215939875,109182759297215939875,0
746,71,aja8WxDTzNkxttWGv4ndFXWgYmfFcvDyE3AQKikrrcPQnTj,3,3,109182759297215939875,109182759297215939875,0
746,73,aRxv5MQtqoYjW3UFV6gxE3TbWuNnXeXLnirLufHVD9LiE4x,3,3,109182759297215939875,109182759297215939875,0